Name,display_name,genre,title,ruler,date,provenience,line_count,word_count,Personal_Names,aproximate_breaks,number_of_dates,number_of_eponyms,places_of_dates_in_text,Break_ratio,Fragmentary,Line_ratio,Word_ratio,Relative_Path
P336249,SAA 12 006,Grant,Adad-nerari III Grants a Field to a Eunuch,Adad-nerari III,810-783,Nineveh,19,78,2,39,0,0,,0.05128205128205128,2.0,0.10526315789473684,0.02564102564102564,jsons_unzipped/saao/saa12/corpusjson/P336249.json
P336250,SAA 12 011,Grant,Fragment of Adad-nerari III Grant,Adad-nerari III,786/00/22,Nineveh,7,19,1,1,1,1,"[""r 2'""]",1.0,19.0,0.14285714285714285,0.05263157894736842,jsons_unzipped/saao/saa12/corpusjson/P336250.json
P336251,SAA 12 012,Grant,Fragment of Adad-nerari III Grant,Adad-nerari III,810-783,Nineveh,7,43,0,24,1,1,[-1],0.0,1.7916666666666667,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336251.json
P336252,SAA 12 007,Grant,Adad-nerari III Acquires Land in Bet-šašširi for a Grant,Adad-nerari III,810-783,Nineveh,22,174,2,92,0,0,,0.021739130434782608,1.891304347826087,0.09090909090909091,0.011494252873563218,jsons_unzipped/saao/saa12/corpusjson/P336252.json
P336253,SAA 12 013,Grant,Land Grant Mentioning the Names of Adad-nerari and Tiglath-Pileser,Aššur-dan III,762,Nineveh,17,76,3,32,0,0,,0.09375,2.375,0.17647058823529413,0.039473684210526314,jsons_unzipped/saao/saa12/corpusjson/P336253.json
P336254,SAA 12 014,Grant,Fragment of Tiglath-Pileser III Land Grant,Tiglath-pileser III,730/08/07,Nineveh,11,49,1,19,1,1,"[""r 10'"", ""r 10'""]",0.05263157894736842,2.5789473684210527,0.09090909090909091,0.02040816326530612,jsons_unzipped/saao/saa12/corpusjson/P336254.json
P336255,SAA 12 025,Grant,"Assurbanipal Exempts Balṭaya, Chief of Fodder Supplies, from Taxes",Ashurbanipal,657/08/09,Nineveh,73,380,4,105,1,1,"[-1, -1]",0.0380952380952381,3.619047619047619,0.0547945205479452,0.010526315789473684,jsons_unzipped/saao/saa12/corpusjson/P336255.json
P336256,SAA 12 026,Grant,"Assurbanipal Exempts Nabu-šarru-uṣur, Chief Eunuch, from Taxes",Ashurbanipal,657/08/09,Nineveh,72,383,4,96,1,1,"[-1, -1]",0.041666666666666664,3.9895833333333335,0.05555555555555555,0.010443864229765013,jsons_unzipped/saao/saa12/corpusjson/P336256.json
P336257,SAA 12 029,Grant,Assurbanipal Exempts a Eunuch from Taxes,Ashurbanipal,657,Nineveh,41,196,0,91,0,0,,0.0,2.1538461538461537,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336257.json
P336258,SAA 12 035,Grant,Aššur-etel-ilani Exempts Ṭab-šar-papahi from Taxes,Aššur-etel-ilani,ca. 630-627,Nineveh,50,400,7,225,0,0,,0.03111111111111111,1.7777777777777777,0.14,0.0175,jsons_unzipped/saao/saa12/corpusjson/P336258.json
P336260,SAA 12 036,Grant,Aššur-etel-ilani Exempts a Cohort Commander from Taxes,Aššur-etel-ilani,ca. 630-627,Nineveh,64,913,10,656,0,0,,0.01524390243902439,1.391768292682927,0.15625,0.01095290251916758,jsons_unzipped/saao/saa12/corpusjson/P336260.json
P336261,SAA 12 038,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,8,88,5,54,0,0,,0.09259259259259259,1.6296296296296295,0.625,0.056818181818181816,jsons_unzipped/saao/saa12/corpusjson/P336261.json
P336262,SAA 12 045,Grant,Fragment of Land Grant,uncertain,7th century,Nineveh,9,83,0,59,0,0,,0.0,1.4067796610169492,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336262.json
P336263,SAA 12 008,Grant,Adad-nerari III Grants Land and Tax Exemption to a Eunuch,Adad-nerari III,810-783,Nineveh,26,151,47,36,0,0,,1.3055555555555556,4.194444444444445,1.8076923076923077,0.31125827814569534,jsons_unzipped/saao/saa12/corpusjson/P336263.json
P336264,SAA 12 018,Grant,Fragment of Land Grant,Tiglath-pileser III,744-727,Nineveh,5,22,0,16,0,0,,0.0,1.375,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336264.json
P336265,SAA 12 039,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,9,93,1,63,0,0,,0.015873015873015872,1.4761904761904763,0.1111111111111111,0.010752688172043012,jsons_unzipped/saao/saa12/corpusjson/P336265.json
P336266,SAA 12 040,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,15,119,0,77,0,0,,0.0,1.5454545454545454,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336266.json
P336267,SAA 12 041,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,7,48,0,25,0,0,,0.0,1.92,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336267.json
P336268,SAA 12 046,Grant,Fragment of Land Grant,uncertain,7th century,Nineveh,3,45,0,28,0,0,,0.0,1.6071428571428572,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336268.json
P336269,SAA 12 047,Grant,Fragment of Land Grant,uncertain,7th century,Nineveh,0,1,0,0,0,0,,0.0,0.0,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336269.json
P336270,SAA 12 044,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,4,33,0,1,0,0,,0.0,33.0,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336270.json
P336271,SAA 12 043,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,6,44,0,11,0,0,,0.0,4.0,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336271.json
P336272,SAA 12 075,Decree,Fragment of a Decree of Tiglath-Pileser III,Tiglath-pileser III,744-727,Nineveh,16,120,4,68,0,0,,0.058823529411764705,1.7647058823529411,0.25,0.03333333333333333,jsons_unzipped/saao/saa12/corpusjson/P336272.json
P336273,SAA 12 019,Grant,Sargon Renews a Land Grant of Adad-nerari to Provide Offerings for Aššur,Sargon II,713/03/05,Nineveh,63,602,11,284,1,1,"[-1, -1]",0.03873239436619718,2.119718309859155,0.1746031746031746,0.018272425249169437,jsons_unzipped/saao/saa12/corpusjson/P336273.json
P336274,SAA 12 020,Grant,Fragment of Sennacherib Land Grant,Sennacherib,704-681,Nineveh,9,65,1,41,0,0,,0.024390243902439025,1.5853658536585367,0.1111111111111111,0.015384615384615385,jsons_unzipped/saao/saa12/corpusjson/P336274.json
P336275,SAA 12 021,Grant,Fragment of Land Grant of Sennacherib,Sennacherib,704-681,Nineveh,5,41,0,29,1,0,[-1],0.0,1.4137931034482758,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336275.json
P336276,SAA 12 023,Grant,Possibly Part of No. 21,Sennacherib,704-681,Nineveh,7,57,0,42,0,0,,0.0,1.3571428571428572,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336276.json
P336277,SAA 12 022,Grant,Possibly Part of No. 21,Sennacherib,704-681,Nineveh,17,109,7,64,0,0,,0.109375,1.703125,0.4117647058823529,0.06422018348623854,jsons_unzipped/saao/saa12/corpusjson/P336277.json
P336278,SAA 12 097,Votive Donation,Private Votive Donation to Nabu,uncertain,7th century,Nimrud,20,89,0,32,0,0,,0.0,2.78125,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336278.json
P336279,SAA 12 049,Grant,Fragment of Land Grant?,uncertain,7th century,Nineveh,11,91,0,81,0,0,,0.0,1.123456790123457,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336279.json
P336280,SAA 12 009,Grant,"Adad-nerari III Makes a Grant to Abi-ul-idi, High Priest",Adad-nerari III,810-783,Nineveh,12,56,1,26,1,0,[-1],0.038461538461538464,2.1538461538461537,0.08333333333333333,0.017857142857142856,jsons_unzipped/saao/saa12/corpusjson/P336280.json
P336282,SAA 12 070,Decree,Unplaced Fragment of the Text of No. 69,Adad-nerari III,809,Ashur,16,169,0,86,0,0,,0.0,1.9651162790697674,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336282.json
P336283,SAA 12 071,Decree,Decree of Regular Offerings for the Aššur Temple by Adad-nerari III,Adad-nerari III,790,Ashur,27,451,1,265,1,1,[-1],0.0037735849056603774,1.7018867924528303,0.037037037037037035,0.0022172949002217295,jsons_unzipped/saao/saa12/corpusjson/P336283.json
P336284,SAA 12 072,Decree,Fragment of the Text of No. 71,Adad-nerari III,790,Ashur,31,166,0,93,0,0,,0.0,1.7849462365591398,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336284.json
P336285,SAA 12 073,Decree,Prism Fragment Containing Part of the Text of No.71,Adad-nerari III,790,Ashur,8,66,0,42,0,0,,0.0,1.5714285714285714,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336285.json
P336286,SAA 12 005,Grant,Fragment of a Text Similar to No. 1,Adad-nerari III,810-783,Ashur,7,110,0,62,0,0,,0.0,1.7741935483870968,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336286.json
P336287,SAA 12 076,Decree,Collection of Decrees of Šamsi-Adad V and Adad-nerari III,Šamsi-Adad V and Adad-nerari III,823-783,Nineveh,37,298,5,149,2,2,"[""o 23'"", ""o 33'"", ""o 33'""]",0.03355704697986577,2.0,0.13513513513513514,0.016778523489932886,jsons_unzipped/saao/saa12/corpusjson/P336287.json
P336288,SAA 12 078,Decree,Fragment of a Decree Concerning Distribution of Meat,Tiglath-pileser III,744-727,Nineveh,8,78,0,42,0,0,,0.0,1.8571428571428572,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336288.json
P336289,SAA 12 079,Decree,Fragment of a Decree?,uncertain,8th century,Nineveh,4,43,0,19,0,0,,0.0,2.263157894736842,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336289.json
P336290,SAA 12 077,Decree,Collection of Decrees from Various Reigns,Aššur-dan III or Aššur-nerari V,772/755 or 754/745,Nineveh,129,538,2,181,1,1,['r iii 10'],0.011049723756906077,2.972375690607735,0.015503875968992248,0.0037174721189591076,jsons_unzipped/saao/saa12/corpusjson/P336290.json
P336310,SAA 12 037,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,27,264,1,141,0,0,,0.0070921985815602835,1.872340425531915,0.037037037037037035,0.003787878787878788,jsons_unzipped/saao/saa12/corpusjson/P336310.json
P336316,SAA 12 086,Votive Donation,Sennacherib Dedicates Personnel to his Newly-built  Akitu Temple,Sennacherib,683,Ashur,60,582,45,161,2,0,"['o 5', 'o 32']",0.2795031055900621,3.6149068322981366,0.75,0.07731958762886598,jsons_unzipped/saao/saa12/corpusjson/P336316.json
P336318,SAA 12 068,Decree,Late Copy of a Decree of Tukulti-Ninurta for the Temple of Šarrat-nipha,Tukulti-Ninurta I,7th century,Ashur,71,549,0,126,10,0,"['22', '28', '28', '35', 'r 1', 'r 2', 'r 3', 'r 3', 'r 15', 'r 15']",0.0,4.357142857142857,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336318.json
P336319,SAA 12 081,Decree,Schedule of Distribution of Meat from Offerings,Esarhaddon or Ashurbanipal,672-669 or 668-ca. 631,Ashur,40,113,0,27,0,0,,0.0,4.185185185185185,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336319.json
P336725,SAA 12 017,Grant,"Fragment of Land Grant, Possibly Part of No. 15",Tiglath-pileser III,744-727,Nineveh,6,56,3,46,0,0,,0.06521739130434782,1.2173913043478262,0.5,0.05357142857142857,jsons_unzipped/saao/saa12/corpusjson/P336725.json
P336726,SAA 12 032,Grant,Fragment of Assurbanipal Grant,Ashurbanipal,668-ca. 631,Nineveh,3,24,0,19,0,0,,0.0,1.263157894736842,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336726.json
P336727,SAA 12 033,Grant,Fragment of Assurbanipal Grant,Ashurbanipal,668-ca. 631,Nineveh,7,49,0,22,0,0,,0.0,2.227272727272727,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336727.json
P336728,SAA 12 034,Grant,Fragment of Assurbanipal Grant,Ashurbanipal,668-ca. 631,Nineveh,12,84,0,47,0,0,,0.0,1.7872340425531914,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336728.json
P336729,SAA 12 042,Grant,Fragment of Aššur-etel-ilani Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,2,21,0,19,0,0,,0.0,1.105263157894737,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336729.json
P336730,SAA 12 066,Grant,Fragment of Assurbanipal Type Schedule?,Ashurbanipal,668-ca. 631,Nineveh,4,31,0,23,0,0,,0.0,1.3478260869565217,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336730.json
P336731,SAA 12 067,Grant,Fragment of Aššur-etel-ilani Type Land Grant?,Aššur-etel-ilani,ca. 630-627,Nineveh,5,37,0,27,0,0,,0.0,1.3703703703703705,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336731.json
P336732,SAA 12 085,Appointment,Adad-nerari Adds the Land of Hindanu to the Territory of Raṣappa,Adad-nerari III,810-783,Nineveh,63,495,8,204,1,1,"['r 34', 'r 34']",0.0392156862745098,2.426470588235294,0.12698412698412698,0.01616161616161616,jsons_unzipped/saao/saa12/corpusjson/P336732.json
P336733,SAA 12 095,Votive Donation,A Man Donates his two Nephews to Nabu,uncertain,7th century,Nimrud,40,185,12,37,1,1,['r 20'],0.32432432432432434,5.0,0.3,0.06486486486486487,jsons_unzipped/saao/saa12/corpusjson/P336733.json
P336734,SAA 12 096,Votive Donation,Nabu-sakip Donates two Slaves and an Estate to Nabu,Sîn-šarru-iškun,621/07/25,Nimrud,54,222,19,19,1,1,"['r.e. 24', 'r.e. 25']",1.0,11.68421052631579,0.35185185185185186,0.08558558558558559,jsons_unzipped/saao/saa12/corpusjson/P336734.json
P336797,SAA 12 098,Votive Donation,Aššur-reṣuwa Donates Property and People to Nabu,uncertain,7th century,Nineveh,20,155,7,73,0,0,,0.0958904109589041,2.1232876712328768,0.35,0.04516129032258064,jsons_unzipped/saao/saa12/corpusjson/P336797.json
P336798,SAA 12 030,Grant,Assurbanipal Exempts a Chamberlain from Taxes,Ashurbanipal,657,Nineveh,13,79,0,47,0,0,,0.0,1.6808510638297873,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P336798.json
P337169,SAA 12 055,Grant,Fragment of Aššur-etel-ilani Type Land Grant,Aššur-etel-ilani,ca. 630-627,Nineveh,7,32,0,22,0,0,,0.0,1.4545454545454546,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P337169.json
P337170,SAA 12 063,Grant,Fragment of Assurbanipal Type Schedule,Ashurbanipal,668-ca. 631,Nineveh,22,271,16,178,0,0,,0.0898876404494382,1.5224719101123596,0.7272727272727273,0.05904059040590406,jsons_unzipped/saao/saa12/corpusjson/P337170.json
P338361,SAA 12 048,Grant,Part of Land Grant for Temple Offerings,uncertain,7th century,Huzirina,43,357,2,160,4,0,"[""8'"", ""9'"", ""15'"", ""16'""]",0.0125,2.23125,0.046511627906976744,0.0056022408963585435,jsons_unzipped/saao/saa12/corpusjson/P338361.json
P338367,SAA 12 024,Grant,Esarhaddon Grants Land to Provide Regular Offerings,Esarhaddon,680/681,Huzirina,27,163,2,103,0,0,,0.019417475728155338,1.5825242718446602,0.07407407407407407,0.012269938650306749,jsons_unzipped/saao/saa12/corpusjson/P338367.json
P338720,SAA 12 091,Votive Donation,Memorandum Concerning Votive Donation,Ashurbanipal,668-ca. 631,Huzirina,53,322,49,152,0,0,,0.3223684210526316,2.1184210526315788,0.9245283018867925,0.15217391304347827,jsons_unzipped/saao/saa12/corpusjson/P338720.json
P363670,SAA 12 084,Appointment,Text Duplicating No. 83,Ashurnasirpal II,883-859,Nimrud,18,503,0,441,0,0,,0.0,1.1405895691609977,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P363670.json
P394694,SAA 12 031,Grant,Fragment of Assurbanipal Grant,Ashurbanipal,668-ca. 631,Nineveh,16,92,0,31,0,0,,0.0,2.967741935483871,0.0,0.0,jsons_unzipped/saao/saa12/corpusjson/P394694.json
Q009251,SAA 12 069,Decree,Decree of Expenditures for Various Ceremonies in the Aššur Temple,Adad-nerari III,809,Ashur,81,1374,13,582,8,1,"['o 5', 'o 5', 'o 5', 'o 42', 'o 45', 'r 6', 'r 20', -1, -1]",0.022336769759450172,2.3608247422680413,0.16049382716049382,0.009461426491994178,jsons_unzipped/saao/saa12/corpusjson/Q009251.json
P236996,SAA 13 183,Priestly Letter,Fragment Mentioning Rašil,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,9,67,2,35,0,0,,0.05714285714285714,1.9142857142857144,0.2222222222222222,0.029850746268656716,jsons_unzipped/saao/saa13/corpusjson/P236996.json
P237235,SAA 13 177,Priestly Letter,Send Their Carpenters,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,14,34,2,1,0,0,,2.0,34.0,0.14285714285714285,0.058823529411764705,jsons_unzipped/saao/saa13/corpusjson/P237235.json
P237242,SAA 13 004,Priestly Letter,There will be an Intercalary Adar,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,14,28,1,0,1,0,['o 8'],0.0,0.0,0.07142857142857142,0.03571428571428571,jsons_unzipped/saao/saa13/corpusjson/P237242.json
P237244,SAA 13 181,Priestly Letter,Troubles with a Chaldean Chieftain,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,36,119,1,29,0,0,,0.034482758620689655,4.103448275862069,0.027777777777777776,0.008403361344537815,jsons_unzipped/saao/saa13/corpusjson/P237244.json
P237663,SAA 13 006,Priestly Letter,Enlil will Go Out in Ayyar,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,17,37,0,8,1,0,['o 7'],0.0,4.625,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P237663.json
P237672,SAA 13 173,Priestly Letter,We Are Rebuilding Babylon,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,25,152,1,105,0,0,,0.009523809523809525,1.4476190476190476,0.04,0.006578947368421052,jsons_unzipped/saao/saa13/corpusjson/P237672.json
P237678,SAA 13 005,Priestly Letter,There will be an Intercalary Adar,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,14,28,1,5,1,0,['o 8'],0.2,5.6,0.07142857142857142,0.03571428571428571,jsons_unzipped/saao/saa13/corpusjson/P237678.json
P237815,SAA 13 176,Priestly Letter,Send Me Assistants for the Clothing Ceremony of Bel,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,31,81,2,6,1,0,['o 8'],0.3333333333333333,13.5,0.06451612903225806,0.024691358024691357,jsons_unzipped/saao/saa13/corpusjson/P237815.json
P237825,SAA 13 175,Priestly Letter,The Design for the Bed of the Lord of Heaven and Earth,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,20,80,1,18,0,0,,0.05555555555555555,4.444444444444445,0.05,0.0125,jsons_unzipped/saao/saa13/corpusjson/P237825.json
P237841,SAA 13 174,Priestly Letter,Let Me Have the Gems So I Can Finish My Work,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,42,188,7,0,0,0,,0.0,0.0,0.16666666666666666,0.03723404255319149,jsons_unzipped/saao/saa13/corpusjson/P237841.json
P238356,SAA 13 179,Priestly Letter,More About Events in Babylonia,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,46,352,1,147,0,0,,0.006802721088435374,2.3945578231292517,0.021739130434782608,0.002840909090909091,jsons_unzipped/saao/saa13/corpusjson/P238356.json
P238742,SAA 13 182,Priestly Letter,Broken Letter Mentioning Rašil,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,33,180,2,69,0,0,,0.028985507246376812,2.608695652173913,0.06060606060606061,0.011111111111111112,jsons_unzipped/saao/saa13/corpusjson/P238742.json
P240243,SAA 13 180,Priestly Letter,"The Statue of Marduk is Coming, They Say",Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,15,151,0,103,0,0,,0.0,1.4660194174757282,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P240243.json
P285572,SAA 13 041,Priestly Letter,(no title) and envelope (= SAA 13 042),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Ashur,26,62,0,3,0,0,,0.0,20.666666666666668,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P285572.json
P285573,SAA 13 040,Priestly Letter,(no title),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Ashur,23,69,2,0,1,0,['o 8'],0.0,0.0,0.08695652173913043,0.028985507246376812,jsons_unzipped/saao/saa13/corpusjson/P285573.json
P285574,SAA 13 001,Priestly Letter,"If There is Extra Serpentine, You May Have Some",Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Ashur,22,42,3,0,0,0,,0.0,0.0,0.13636363636363635,0.07142857142857142,jsons_unzipped/saao/saa13/corpusjson/P285574.json
P313426,SAA 13 085,Priestly Letter,Report of Arrival of Horses: Iyyar 7,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,21,54,1,4,1,0,[-1],0.25,13.5,0.047619047619047616,0.018518518518518517,jsons_unzipped/saao/saa13/corpusjson/P313426.json
P313433,SAA 13 141,Priestly Letter,More on Royal Statues in the Ištar Temple,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,23,109,1,60,0,0,,0.016666666666666666,1.8166666666666667,0.043478260869565216,0.009174311926605505,jsons_unzipped/saao/saa13/corpusjson/P313433.json
P313456,SAA 13 034,Priestly Letter,Features of a Royal Statue Disputed,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,42,127,2,44,0,0,,0.045454545454545456,2.8863636363636362,0.047619047619047616,0.015748031496062992,jsons_unzipped/saao/saa13/corpusjson/P313456.json
P313466,SAA 13 036,Priestly Letter,Fragmentary Letter Concerning a Statue,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,12,49,1,17,0,0,,0.058823529411764705,2.8823529411764706,0.08333333333333333,0.02040816326530612,jsons_unzipped/saao/saa13/corpusjson/P313466.json
P313475,SAA 13 164,Priestly Letter,Roofing Shrines in the Esaggil,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,30,215,0,137,0,0,,0.0,1.5693430656934306,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313475.json
P313544,SAA 13 021,Priestly Letter,Big Problems with Sheep Deliveries,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,30,95,1,37,0,0,,0.02702702702702703,2.5675675675675675,0.03333333333333333,0.010526315789473684,jsons_unzipped/saao/saa13/corpusjson/P313544.json
P313556,SAA 13 190,Priestly Letter,These Gods Should Go to Babylon,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,53,191,1,13,0,0,,0.07692307692307693,14.692307692307692,0.018867924528301886,0.005235602094240838,jsons_unzipped/saao/saa13/corpusjson/P313556.json
P313580,SAA 13 052,Priestly Letter,Stone for Statues,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,14,45,0,19,0,0,,0.0,2.3684210526315788,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313580.json
P313608,SAA 13 159,Priestly Letter,We Have Started Work on the Ritual Bath,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,13,55,0,26,1,0,"[""o 4'""]",0.0,2.1153846153846154,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313608.json
P313638,SAA 13 142,Priestly Letter,Divine Statue(s) in Cultic Activity,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,10,34,1,14,1,0,['o 6'],0.07142857142857142,2.4285714285714284,0.1,0.029411764705882353,jsons_unzipped/saao/saa13/corpusjson/P313638.json
P313650,SAA 13 150,Priestly Letter,(no title),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,19,53,0,26,0,0,,0.0,2.0384615384615383,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313650.json
P313661,SAA 13 151,Priestly Letter,(no title),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,11,46,0,27,0,0,,0.0,1.7037037037037037,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313661.json
P313696,SAA 13 022,Priestly Letter,Tracking Down Deliveries,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,14,39,0,13,0,0,,0.0,3.0,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313696.json
P313712,SAA 13 121,Priestly Letter,Fragment of a Letter Mentioning Horses,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,18,116,0,81,0,0,,0.0,1.4320987654320987,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313712.json
P313731,SAA 13 194,Priestly Letter,(no title),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,15,90,0,74,0,0,,0.0,1.2162162162162162,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313731.json
P313763,SAA 13 069,Priestly Letter,(no title),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,11,36,1,10,0,0,,0.1,3.6,0.09090909090909091,0.027777777777777776,jsons_unzipped/saao/saa13/corpusjson/P313763.json
P313804,SAA 13 048,Priestly Letter,The Gods Have Gone Out and Come Back Safely,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,21,72,0,21,0,0,,0.0,3.4285714285714284,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313804.json
P313819,SAA 13 195,Priestly Letter,Letters to the Palace,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,7,57,0,34,0,0,,0.0,1.6764705882352942,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313819.json
P313826,SAA 13 148,Priestly Letter,Fragment of a Report of a Prophecy?,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,6,24,0,13,0,0,,0.0,1.8461538461538463,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313826.json
P313831,SAA 13 120,Priestly Letter,(no title),Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,7,37,0,27,1,0,"[""o 3'""]",0.0,1.3703703703703705,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313831.json
P313838,SAA 13 196,Priestly Letter,A Problem in Samaria?,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,17,178,0,140,0,0,,0.0,1.2714285714285714,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313838.json
P313847,SAA 13 115,Priestly Letter,One Hundred and Eighty-eight Horses and Mules Arrived Today,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,9,25,0,0,0,0,,0.0,0.0,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313847.json
P313865,SAA 13 197,Priestly Letter,About a Divine Party,Esarhaddon or Ashurbanipal,680-669 or 668-ca. 631,Nineveh,13,105,0,74,0,0,,0.0,1.4189189189189189,0.0,0.0,jsons_unzipped/saao/saa13/corpusjson/P313865.json
